GradePointID,Grade,ObtainedMark,GradePoint,GradeGroupID
350,F,47,0,3
351,F,48,0,3
352,F,49,0,3
353,B- ,50,2.7,3
354,B- ,51,2.7,3
355,B- ,52,2.7,3
356,B- ,53,2.7,3
357,B- ,54,2.7,3
358,B- ,55,2.7,3
359,B- ,56,2.7,3
360,B- ,57,2.7,3
361,B- ,58,2.7,3
362,B- ,59,2.7,3
363,B ,60,3,3
364,B ,61,3,3
365,B ,62,3,3
366,B ,63,3,3
367,B ,64,3,3
368,B ,65,3,3
369,B ,66,3,3
370,B ,67,3,3
371,B ,68,3,3
372,B ,69,3,3
373,B+ ,70,3.3,3
374,B+ ,71,3.3,3
375,B+ ,72,3.3,3
376,B+ ,73,3.3,3
377,B+ ,74,3.3,3
378,B+ ,75,3.3,3
379,B+ ,76,3.3,3
380,B+ ,77,3.3,3
381,B+ ,78,3.3,3
382,B+ ,79,3.3,3
383,A- ,80,3.7,3
384,A- ,81,3.7,3
385,A- ,82,3.7,3
386,A- ,83,3.7,3
387,A- ,84,3.7,3
388,A- ,85,3.7,3
389,A- ,86,3.7,3
390,A- ,87,3.7,3
391,A- ,88,3.7,3
392,A- ,89,3.7,3
393,A ,90,4,3
394,A ,91,4,3
395,A ,92,4,3
396,A ,93,4,3
397,A ,94,4,3
398,A ,95,4,3
399,A ,96,4,3
400,A ,97,4,3
401,A ,98,4,3
402,A ,99,4,3
403,A ,100,4,3
404,F,0,0,3
405,F ,1,0,4
406,F ,2,0,4
407,F ,3,0,4
408,F ,4,0,4
409,F ,5,0,4
410,F ,6,0,4
411,F ,7,0,4
412,F ,8,0,4
413,F ,9,0,4
414,F ,10,0,4
415,F ,11,0,4
416,F ,12,0,4
417,F ,13,0,4
418,F ,14,0,4
419,F ,15,0,4
420,F ,16,0,4
421,F ,17,0,4
422,F ,18,0,4
423,F ,19,0,4
424,F ,20,0,4
425,F ,21,0,4
426,F ,22,0,4
427,F ,23,0,4
428,F ,24,0,4
429,F ,25,0,4
430,F ,26,0,4
431,F ,27,0,4
432,F ,28,0,4
433,F ,29,0,4
434,F ,30,0,4
435,F ,31,0,4
436,F ,32,0,4
437,F ,33,0,4
438,F ,34,0,4
439,F ,35,0,4
440,F ,36,0,4
441,F ,37,0,4
442,F ,38,0,4
443,F ,39,0,4
444,F ,40,0,4
445,F ,41,0,4
446,F ,42,0,4
447,F ,43,0,4
448,F ,44,0,4
449,F ,45,0,4
450,F ,46,0,4
451,F ,47,0,4
452,F ,48,0,4
453,F ,49,0,4
454,D+ ,50,2.16,4
455,D+ ,51,2.16,4
456,D+ ,52,2.16,4
457,D+ ,53,2.16,4
458,D+ ,54,2.16,4
459,C- ,55,2.36,4
460,C- ,56,2.36,4
461,C- ,57,2.36,4
462,C- ,58,2.36,4
463,C- ,59,2.36,4
464,C ,60,2.56,4
465,C ,61,2.56,4
466,C ,62,2.56,4
467,C ,63,2.56,4
468,C ,64,2.56,4
469,C+ ,65,2.76,4
470,C+ ,66,2.76,4
471,C+ ,67,2.76,4
472,C+ ,68,2.76,4
473,C+ ,69,2.76,4
474,B- ,70,2.96,4
475,B- ,71,2.96,4
476,B- ,72,2.96,4
477,B- ,73,2.96,4
478,B- ,74,2.96,4
479,B ,75,3.16,4
480,B ,76,3.16,4
481,B ,77,3.16,4
482,B ,78,3.16,4
483,B ,79,3.16,4
484,B+ ,80,3.36,4
485,B+ ,81,3.36,4
486,B+ ,82,3.36,4
487,B+ ,83,3.36,4
488,B+ ,84,3.36,4
489,A- ,85,3.56,4
490,A- ,86,3.56,4
491,A- ,87,3.56,4
492,A- ,88,3.56,4
493,A- ,89,3.56,4
494,A ,90,4,4
495,A ,91,4,4
496,A ,92,4,4
497,A ,93,4,4
498,A ,94,4,4
499,A ,95,4,4
500,A ,96,4,4
501,A ,97,4,4
502,A ,98,4,4
503,A ,99,4,4
504,A ,100,4,4
505,F ,0,0,4
506,F,1,0,1
507,F,2,0,1
508,F,3,0,1
509,F,4,0,1
510,F,5,0,1
511,F,6,0,1
512,F,7,0,1
513,F,8,0,1
514,F,9,0,1
515,F,10,0,1
516,F,11,0,1
517,F,12,0,1
518,F,13,0,1
519,F,14,0,1
520,F,15,0,1
521,F,16,0,1
522,F,17,0,1
523,F,18,0,1
524,F,19,0,1
525,F,20,0,1
526,F,21,0,1
527,F,22,0,1
528,F,23,0,1
529,F,24,0,1
530,F,25,0,1
531,F,26,0,1
532,F,27,0,1
533,F,28,0,1
534,F,29,0,1
535,F,30,0,1
536,F,31,0,1
537,F,32,0,1
538,F,33,0,1
539,F,34,0,1
540,F,35,0,1
541,F,36,0,1
542,F,37,0,1
543,F,38,0,1
544,F,39,0,1
545,F,40,0,1
546,F,41,0,1
547,F,42,0,1
548,F,43,0,1
549,F,44,0,1
550,D,45,1.96,1
551,D,46,1.96,1
552,D,47,1.96,1
553,D,48,1.96,1
554,D,49,1.96,1
555,D+,50,2.16,1
556,D+,51,2.16,1
557,D+,52,2.16,1
558,D+,53,2.16,1
559,D+,54,2.16,1
560,C-,55,2.36,1
561,C-,56,2.36,1
562,C-,57,2.36,1
563,C-,58,2.36,1
564,C-,59,2.36,1
565,C,60,2.56,1
566,C,61,2.56,1
567,C,62,2.56,1
568,C,63,2.56,1
569,C,64,2.56,1
570,C+,65,2.76,1
571,C+,66,2.76,1
572,C+,67,2.76,1
573,C+,68,2.76,1
574,C+,69,2.76,1
575,B-,70,2.96,1
576,B-,71,2.96,1
577,B-,72,2.96,1
578,B-,73,2.96,1
579,B-,74,2.96,1
580,B,75,3.16,1
581,B,76,3.16,1
582,B,77,3.16,1
583,B,78,3.16,1
584,B,79,3.16,1
585,B+,80,3.36,1
586,B+,81,3.36,1
587,B+,82,3.36,1
588,B+,83,3.36,1
589,B+,84,3.36,1
590,A-,85,3.56,1
591,A-,86,3.56,1
592,A-,87,3.56,1
593,A-,88,3.56,1
594,A-,89,3.56,1
595,A,90,4,1
596,A,91,4,1
597,A,92,4,1
598,A,93,4,1
599,A,94,4,1
600,A,95,4,1
601,A,96,4,1
602,A,97,4,1
603,A,98,4,1
604,A,99,4,1
605,A,100,4,1
606,F,0,0,1
607,F,1,0,2
608,F,2,0,2
609,F,3,0,2
610,F,4,0,2
611,F,5,0,2
612,F,6,0,2
613,F,7,0,2
614,F,8,0,2
615,F,9,0,2
616,F,10,0,2
617,F,11,0,2
618,F,12,0,2
619,F,13,0,2
620,F,14,0,2
621,F,15,0,2
622,F,16,0,2
623,F,17,0,2
624,F,18,0,2
625,F,19,0,2
626,F,20,0,2
627,F,21,0,2
628,F,22,0,2
629,F,23,0,2
630,F,24,0,2
631,F,25,0,2
632,F,26,0,2
633,F,27,0,2
634,F,28,0,2
635,F,29,0,2
636,F,30,0,2
637,F,31,0,2
638,F,32,0,2
639,F,33,0,2
640,F,34,0,2
641,F,35,0,2
642,F,36,0,2
643,F,37,0,2
644,F,38,0,2
645,F,39,0,2
646,F,40,0,2
647,F,41,0,2
648,F,42,0,2
649,F,43,0,2
650,F,44,0,2
651,C-,45,1.7,2
652,C-,46,1.7,2
653,C-,47,1.7,2
654,C-,48,1.7,2
655,C-,49,1.7,2
656,C,50,2,2
657,C,51,2,2
658,C,52,2,2
659,C,53,2,2
660,C,54,2,2
661,C+,55,2.3,2
662,C+,56,2.3,2
663,C+,57,2.3,2
664,C+,58,2.3,2
665,C+,59,2.3,2
666,B-,60,2.7,2
667,B-,61,2.7,2
668,B-,62,2.7,2
669,B-,63,2.7,2
670,B-,64,2.7,2
671,B,65,3,2
672,B,66,3,2
673,B,67,3,2
674,B,68,3,2
675,B,69,3,2
676,B+,70,3.3,2
677,B+,71,3.3,2
678,B+,72,3.3,2
679,B+,73,3.3,2
680,B+,74,3.3,2
681,A-,75,3.7,2
682,A-,76,3.7,2
683,A-,77,3.7,2
684,A-,78,3.7,2
685,A-,79,3.7,2
686,A,80,4,2
687,A,81,4,2
688,A,82,4,2
689,A,83,4,2
690,A,84,4,2
691,A,85,4,2
692,A,86,4,2
693,A,87,4,2
694,A,88,4,2
695,A,89,4,2
696,A,90,4,2
697,A,91,4,2
698,A,92,4,2
699,A,93,4,2
700,A,94,4,2
701,A,95,4,2
702,A,96,4,2
703,A,97,4,2
704,A,98,4,2
705,A,99,4,2
706,A,100,4,2
707,F,0,0,2
708,F ,1,0,8
709,F ,2,0,8
710,F ,3,0,8
711,F ,4,0,8
712,F ,5,0,8
713,F ,6,0,8
714,F ,7,0,8
715,F ,8,0,8
716,F ,9,0,8
717,F ,10,0,8
718,F ,11,0,8
719,F ,12,0,8
720,F ,13,0,8
721,F ,14,0,8
722,F ,15,0,8
723,F ,16,0,8
724,F ,17,0,8
725,F ,18,0,8
726,F ,19,0,8
727,F ,20,0,8
728,F ,21,0,8
729,F ,22,0,8
730,F ,23,0,8
731,F ,24,0,8
732,F ,25,0,8
733,F ,26,0,8
734,F ,27,0,8
735,F ,28,0,8
736,F ,29,0,8
737,F ,30,0,8
738,F ,31,0,8
739,F ,32,0,8
740,F ,33,0,8
741,F ,34,0,8
742,F ,35,0,8
743,F ,36,0,8
744,F ,37,0,8
745,F ,38,0,8
746,F ,39,0,8
747,F ,40,0,8
748,F ,41,0,8
749,F ,42,0,8
750,F ,43,0,8
751,F ,44,0,8
752,F ,45,0,8
753,F ,46,0,8
754,F ,47,0,8
755,F ,48,0,8
756,F ,49,0,8
757,F ,50,0,8
758,F ,51,0,8
759,F ,52,0,8
760,F ,53,0,8
761,F ,54,0,8
762,F ,55,0,8
763,F ,56,0,8
764,F ,57,0,8
765,F ,58,0,8
766,F ,59,0,8
767,C ,60,2.56,8
768,C ,61,2.56,8
769,C ,62,2.56,8
770,C ,63,2.56,8
771,C ,64,2.56,8
772,C+ ,65,2.76,8
773,C+ ,66,2.76,8
774,C+ ,67,2.76,8
775,C+ ,68,2.76,8
776,C+ ,69,2.76,8
777,B- ,70,2.96,8
778,B- ,71,2.96,8
779,B- ,72,2.96,8
780,B- ,73,2.96,8
781,B- ,74,2.96,8
782,B ,75,3.16,8
783,B ,76,3.16,8
784,B ,77,3.16,8
785,B ,78,3.16,8
786,B ,79,3.16,8
787,B+ ,80,3.36,8
788,B+ ,81,3.36,8
789,B+ ,82,3.36,8
790,B+ ,83,3.36,8
791,B+ ,84,3.36,8
792,A- ,85,3.56,8
793,A- ,86,3.56,8
794,A- ,87,3.56,8
795,A- ,88,3.56,8
796,A- ,89,3.56,8
797,A ,90,4,8
798,A ,91,4,8
799,A ,92,4,8
800,A ,93,4,8
801,A ,94,4,8
802,A ,95,4,8
803,A ,96,4,8
804,A ,97,4,8
805,A ,98,4,8
806,A ,99,4,8
807,A ,100,4,8
808,F ,0,0,8
909,F,1,0,9
910,F,2,0,9
911,F,3,0,9
912,F,4,0,9
913,F,5,0,9
914,F,6,0,9
915,F,7,0,9
916,F,8,0,9
917,F,9,0,9
918,F,10,0,9
919,F,11,0,9
920,F,12,0,9
921,F,13,0,9
922,F,14,0,9
923,F,15,0,9
924,F,16,0,9
925,F,17,0,9
926,F,18,0,9
927,F,19,0,9
928,F,20,0,9
929,F,21,0,9
930,F,22,0,9
931,F,23,0,9
932,F,24,0,9
933,F,25,0,9
934,F,26,0,9
935,F,27,0,9
936,F,28,0,9
937,F,29,0,9
938,F,30,0,9
939,F,31,0,9
940,F,32,0,9
941,F,33,0,9
942,F,34,0,9
943,F,35,0,9
944,F,36,0,9
945,F,37,0,9
946,F,38,0,9
947,F,39,0,9
948,C,40,2.4,9
949,C,41,2.4,9
950,C,42,2.4,9
951,C,43,2.4,9
952,C,44,2.4,9
953,C,45,2.4,9
954,C,46,2.4,9
955,C,47,2.4,9
956,C,48,2.4,9
957,C,49,2.4,9
958,B-,50,2.7,9
959,B-,51,2.7,9
960,B-,52,2.7,9
961,B-,53,2.7,9
962,B-,54,2.7,9
963,B-,55,2.7,9
964,B-,56,2.7,9
965,B-,57,2.7,9
966,B-,58,2.7,9
967,B-,59,2.7,9
968,B,60,3,9
969,B,61,3,9
970,B,62,3,9
971,B,63,3,9
972,B,64,3,9
973,B,65,3,9
974,B,66,3,9
975,B,67,3,9
976,B,68,3,9
977,B,69,3,9
978,B+,70,3.3,9
979,B+,71,3.3,9
980,B+,72,3.3,9
981,B+,73,3.3,9
982,B+,74,3.3,9
983,B+,75,3.3,9
984,B+,76,3.3,9
985,B+,77,3.3,9
986,B+,78,3.3,9
987,B+,79,3.3,9
988,A,80,3.7,9
989,A,81,3.7,9
990,A,82,3.7,9
991,A,83,3.7,9
992,A,84,3.7,9
993,A,85,3.7,9
994,A,86,3.7,9
995,A,87,3.7,9
996,A,88,3.7,9
997,A,89,3.7,9
998,A+,90,4,9
999,A+,91,4,9
1000,A+,92,4,9
1001,A+,93,4,9
1002,A+,94,4,9
1003,A+,95,4,9
1004,A+,96,4,9
1005,A+,97,4,9
1006,A+,98,4,9
1007,A+,99,4,9
1008,A+,100,4,9
1009,F,0,0,9
1010,F,1,0,10
1011,F,2,0,10
1012,F,3,0,10
1013,F,4,0,10
1014,F,5,0,10
1015,F,6,0,10
1016,F,7,0,10
1017,F,8,0,10
1018,F,9,0,10
1019,F,10,0,10
1020,F,11,0,10
1021,F,12,0,10
1022,F,13,0,10
1023,F,14,0,10
1024,F,15,0,10
1025,F,16,0,10
1026,F,17,0,10
1027,F,18,0,10
1028,F,19,0,10
1029,F,20,0,10
1030,F,21,0,10
1031,F,22,0,10
1032,F,23,0,10
1033,F,24,0,10
1034,F,25,0,10
1035,F,26,0,10
1036,F,27,0,10
1037,F,28,0,10
1038,F,29,0,10
1039,F,30,0,10
1040,F,31,0,10
1041,F,32,0,10
1042,F,33,0,10
1043,F,34,0,10
1044,F,35,0,10
1045,F,36,0,10
1046,F,37,0,10
1047,F,38,0,10
1048,F,39,0,10
1049,F,40,0,10
1050,F,41,0,10
1051,F,42,0,10
1052,F,43,0,10
1053,F,44,0,10
1054,F,45,0,10
1055,F,46,0,10
1056,F,47,0,10
1057,F,48,0,10
1058,F,49,0,10
1059,B-,50,2.7,10
1060,B-,51,2.7,10
1061,B-,52,2.7,10
1062,B-,53,2.7,10
1063,B-,54,2.7,10
1064,B-,55,2.7,10
1065,B-,56,2.7,10
1066,B-,57,2.7,10
1067,B-,58,2.7,10
1068,B-,59,2.7,10
1069,B,60,3,10
1070,B,61,3,10
1071,B,62,3,10
1072,B,63,3,10
1073,B,64,3,10
1074,B,65,3,10
1075,B,66,3,10
1076,B,67,3,10
1077,B,68,3,10
1078,B,69,3,10
1079,B+,70,3.3,10
1080,B+,71,3.3,10
1081,B+,72,3.3,10
1082,B+,73,3.3,10
1083,B+,74,3.3,10
1084,B+,75,3.3,10
1085,B+,76,3.3,10
1086,B+,77,3.3,10
1087,B+,78,3.3,10
1088,B+,79,3.3,10
1089,A-,80,3.7,10
1090,A-,81,3.7,10
1091,A-,82,3.7,10
1092,A-,83,3.7,10
1093,A-,84,3.7,10
1094,A-,85,3.7,10
1095,A-,86,3.7,10
1096,A-,87,3.7,10
1097,A-,88,3.7,10
1098,A-,89,3.7,10
1099,A,90,4,10
1100,A,91,4,10
1101,A,92,4,10
1102,A,93,4,10
1103,A,94,4,10
1104,A,95,4,10
1105,A,96,4,10
1106,A,97,4,10
1107,A,98,4,10
1108,A,99,4,10
1109,A,100,4,10
1110,F,0,0,10
1111,F,1,0,11
1112,F,2,0,11
1113,F,3,0,11
1114,F,4,0,11
1115,F,5,0,11
1116,F,6,0,11
1117,F,7,0,11
1118,F,8,0,11
1119,F,9,0,11
1120,F,10,0,11
1121,F,11,0,11
1122,F,12,0,11
1123,F,13,0,11
1124,F,14,0,11
1125,F,15,0,11
1126,F,16,0,11
1127,F,17,0,11
1128,F,18,0,11
1129,F,19,0,11
1130,F,20,0,11
1131,F,21,0,11
1132,F,22,0,11
1133,F,23,0,11
1134,F,24,0,11
1135,F,25,0,11
1136,F,26,0,11
1137,F,27,0,11
1138,F,28,0,11
1139,F,29,0,11
1140,F,30,0,11
1141,F,31,0,11
1142,F,32,0,11
1143,F,33,0,11
1144,F,34,0,11
1145,F,35,0,11
1146,F,36,0,11
1147,F,37,0,11
1148,F,38,0,11
1149,F,39,0,11
1150,F,40,0,11
1151,F,41,0,11
1152,F,42,0,11
1153,F,43,0,11
1154,F,44,0,11
1155,F,45,0,11
1156,F,46,0,11
1157,F,47,0,11
1158,F,48,0,11
1159,F,49,0,11
1160,B-,50,2.7,11
1161,B-,51,2.7,11
1162,B-,52,2.7,11
1163,B-,53,2.7,11
1164,B-,54,2.7,11
1165,B-,55,2.7,11
1166,B-,56,2.7,11
1167,B-,57,2.7,11
1168,B-,58,2.7,11
1169,B-,59,2.7,11
1170,B,60,3,11
1171,B,61,3,11
1172,B,62,3,11
1173,B,63,3,11
1174,B,64,3,11
1175,B,65,3,11
1176,B,66,3,11
1177,B,67,3,11
1178,B,68,3,11
1179,B,69,3,11
1180,B+,70,3.3,11
1181,B+,71,3.3,11
1182,B+,72,3.3,11
1183,B+,73,3.3,11
1184,B+,74,3.3,11
1185,B+,75,3.3,11
1186,B+,76,3.3,11
1187,B+,77,3.3,11
1188,B+,78,3.3,11
1189,B+,79,3.3,11
1190,A-,80,3.7,11
1191,A-,81,3.7,11
1192,A-,82,3.7,11
1193,A-,83,3.7,11
1194,A-,84,3.7,11
1195,A-,85,3.7,11
1196,A-,86,3.7,11
1197,A-,87,3.7,11
1198,A-,88,3.7,11
1199,A-,89,3.7,11
1200,A,90,4,11
1201,A,91,4,11
1202,A,92,4,11
1203,A,93,4,11
1204,A,94,4,11
1205,A,95,4,11
1206,A,96,4,11
1207,A,97,4,11
1208,A,98,4,11
1209,A,99,4,11
1210,A,100,4,11
1211,F,0,0,11
1212,F,1,0,12
1213,F,2,0,12
1214,F,3,0,12
1215,F,4,0,12
1216,F,5,0,12
1217,F,6,0,12
1218,F,7,0,12
1219,F,8,0,12
1220,F,9,0,12
1221,F,10,0,12
1222,F,11,0,12
1223,F,12,0,12
1224,F,13,0,12
1225,F,14,0,12
1226,F,15,0,12
1227,F,16,0,12
1228,F,17,0,12
1229,F,18,0,12
1230,F,19,0,12
1231,F,20,0,12
1232,F,21,0,12
1233,F,22,0,12
1234,F,23,0,12
1235,F,24,0,12
1236,F,25,0,12
1237,F,26,0,12
1238,F,27,0,12
1239,F,28,0,12
1240,F,29,0,12
1241,F,30,0,12
1242,F,31,0,12
1243,F,32,0,12
1244,F,33,0,12
1245,F,34,0,12
1246,F,35,0,12
1247,F,36,0,12
1248,F,37,0,12
1249,F,38,0,12
1250,F,39,0,12
1251,F,40,0,12
1252,F,41,0,12
1253,F,42,0,12
1254,F,43,0,12
1255,F,44,0,12
1256,F,45,0,12
1257,F,46,0,12
1258,F,47,0,12
1259,F,48,0,12
1260,F,49,0,12
1261,B-,50,2.7,12
1262,B-,51,2.7,12
1263,B-,52,2.7,12
1264,B-,53,2.7,12
1265,B-,54,2.7,12
1266,B-,55,2.7,12
1267,B-,56,2.7,12
1268,B-,57,2.7,12
1269,B-,58,2.7,12
1270,B-,59,2.7,12
1271,B,60,3,12
1272,B,61,3,12
1273,B,62,3,12
1274,B,63,3,12
1275,B,64,3,12
1276,B,65,3,12
1277,B,66,3,12
1278,B,67,3,12
1279,B,68,3,12
1280,B,69,3,12
1281,B+,70,3.3,12
1282,B+,71,3.3,12
1283,B+,72,3.3,12
1284,B+,73,3.3,12
1285,B+,74,3.3,12
1286,B+,75,3.3,12
1287,B+,76,3.3,12
1288,B+,77,3.3,12
1289,B+,78,3.3,12
1290,B+,79,3.3,12
1291,A,80,3.7,12
1292,A,81,3.7,12
1293,A,82,3.7,12
1294,A,83,3.7,12
1295,A,84,3.7,12
1296,A,85,3.7,12
1297,A,86,3.7,12
1298,A,87,3.7,12
1299,A,88,3.7,12
1300,A,89,3.7,12
1301,A+,90,4,12
1302,A+,91,4,12
1303,A+,92,4,12
1304,A+,93,4,12
1305,A+,94,4,12
1306,A+,95,4,12
1307,A+,96,4,12
1308,A+,97,4,12
1309,A+,98,4,12
1310,A+,99,4,12
